,Time Stamp,Region,Risk-Score,Risk-Level,Daily New Cases,Rolling Risk-Score,RS Diff,Trend
59,2020-05-30,ALHAMBRA,2.736889012705919,3,9.0,1.6514684775198705,0.15204938959477343,Up
60,2020-05-31,ALHAMBRA,1.9936643541029464,2,11.0,1.7129406932248115,0.06147221570494099,Neutral
61,2020-06-01,ALHAMBRA,1.011527871289108,2,5.0,1.7312881647359042,0.018347471511092728,Neutral
62,2020-06-02,ALHAMBRA,0.3525284044561016,1,6.0,1.7403283935879448,0.009040228852040588,Neutral
63,2020-06-03,ALHAMBRA,0.427799621212576,1,0.0,1.7544738334934493,0.014145439905504542,Neutral
64,2020-06-04,ALHAMBRA,1.1630066818814355,2,2.0,1.788178827373039,0.033704993879589695,Neutral
65,2020-06-05,ALHAMBRA,2.0634243745780823,3,3.0,1.8396538753421983,0.05147504796915925,Neutral
66,2020-06-06,ALHAMBRA,2.524865482772103,3,7.0,1.8878482461690753,0.04819437082687705,Neutral
67,2020-06-07,ALHAMBRA,2.5062035524042376,3,10.0,1.922872914924103,0.035024668755027744,Neutral
68,2020-06-08,ALHAMBRA,2.3123305737771918,3,1.0,1.9536652723492867,0.030792357425183603,Neutral
69,2020-06-09,ALHAMBRA,2.2932000825994447,3,3.0,1.9987267636213888,0.04506149127210213,Neutral
70,2020-06-10,ALHAMBRA,2.442905697911856,3,4.0,2.0567539591728594,0.05802719555147062,Neutral
71,2020-06-11,ALHAMBRA,2.4326705653841345,3,10.0,2.100876187744701,0.04412222857184167,Neutral
72,2020-06-12,ALHAMBRA,2.2269845058590843,3,10.0,2.108026821151293,0.007150633406591833,Neutral
73,2020-06-13,ALHAMBRA,2.105540166949345,3,6.0,2.0839485396270265,-0.024078281524266387,Neutral
74,2020-06-14,ALHAMBRA,2.544094193681295,3,4.0,2.0674841113085156,-0.016464428318510915,Neutral
75,2020-06-15,ALHAMBRA,3.4468687742256567,3,3.0,2.0907990957112976,0.023314984402782013,Neutral
76,2020-06-16,ALHAMBRA,4.2393883512871735,3,3.0,2.156882903726538,0.06608380801524039,Neutral
77,2020-06-17,ALHAMBRA,4.413113511527704,3,17.0,2.250006486994415,0.09312358326787695,Neutral
78,2020-06-18,ALHAMBRA,3.9318000971337512,3,2.0,2.357680694940571,0.10767420794615612,Up
79,2020-06-19,ALHAMBRA,3.435127251169899,3,8.0,2.4923251049339483,0.13464440999337723,Up
80,2020-06-20,ALHAMBRA,3.3096551119595308,3,9.0,2.6566099220174717,0.16428481708352338,Up
81,2020-06-21,ALHAMBRA,3.5875285271490864,3,9.0,2.8321504167917224,0.1755404947742507,Up
82,2020-06-22,ALHAMBRA,3.886862991080765,3,14.0,2.9834757673027967,0.15132535051107432,Up
83,2020-06-23,ALHAMBRA,3.962832321372579,3,12.0,3.088998431013602,0.1055226637108051,Up
84,2020-06-24,ALHAMBRA,4.082035131438294,3,6.0,3.175507855939502,0.08650942492590019,Neutral
85,2020-06-25,ALHAMBRA,4.494906266046191,3,12.0,3.2859913400307215,0.11048348409121944,Up
86,2020-06-26,ALHAMBRA,5.301852400115595,3,11.0,3.452075885938411,0.1660845459076894,Up
87,2020-06-27,ALHAMBRA,6.054878572868002,3,13.0,3.6610580242866644,0.20898213834825352,Up
88,2020-06-28,ALHAMBRA,6.235394537605835,3,12.0,3.871751848714108,0.21069382442744367,Up
89,2020-06-29,ALHAMBRA,5.805153786109259,3,23.0,4.059112027643282,0.18736017892917411,Up
90,2020-06-30,ALHAMBRA,5.035619845122938,3,10.0,4.215147324269052,0.15603529662576943,Up
91,2020-07-01,ALHAMBRA,4.615777300037504,3,7.0,4.35460494277395,0.13945761850489813,Up
92,2020-07-02,ALHAMBRA,4.822244116420189,3,17.0,4.481168827370556,0.1265638845966066,Up
93,2020-07-03,ALHAMBRA,5.5118928982972895,3,14.0,4.59589238981898,0.11472356244842352,Up
94,2020-07-04,ALHAMBRA,6.253792758447827,3,18.0,4.707803745772349,0.1119113559533691,Up
95,2020-07-05,ALHAMBRA,6.36678566407655,3,0.0,4.816341087580619,0.1085373418082698,Up
96,2020-07-06,ALHAMBRA,5.64716769912817,3,17.0,4.91163928769142,0.09529820011080137,Neutral
97,2020-07-07,ALHAMBRA,4.336221394272187,3,26.0,4.961700073419325,0.05006078572790518,Neutral
98,2020-07-08,ALHAMBRA,3.1346430073307125,3,10.0,4.951977178717724,-0.009722894701601703,Neutral
99,2020-07-09,ALHAMBRA,2.8319390169943413,3,10.0,4.909999983709127,-0.04197719500859698,Neutral
100,2020-07-10,ALHAMBRA,3.6455174256999467,3,3.0,4.8965918967435265,-0.013408086965600141,Neutral
101,2020-07-11,ALHAMBRA,5.268029847987325,3,18.0,4.969102870444345,0.07251097370081894,Neutral
102,2020-07-12,ALHAMBRA,6.889701260306608,3,13.0,5.125084322048141,0.15598145160379584,Up
103,2020-07-13,ALHAMBRA,7.780234210601598,3,13.0,5.307602541190108,0.18251821914196675,Up
104,2020-07-14,ALHAMBRA,7.597108277442043,3,24.0,5.435116756597133,0.12751421540702523,Up
105,2020-07-15,ALHAMBRA,6.498497083527516,3,10.0,5.45976222941155,0.024645472814416536,Neutral
106,2020-07-16,ALHAMBRA,5.1813685794581215,3,24.0,5.401205231736678,-0.05855699767487188,Neutral
107,2020-07-17,ALHAMBRA,4.3135865181464235,3,14.0,5.31834038351652,-0.08286484822015794,Neutral
108,2020-07-18,ALHAMBRA,4.1441985115290825,3,11.0,5.268816976094639,-0.04952340742188088,Neutral
109,2020-07-19,ALHAMBRA,4.298469097168882,3,12.0,5.251188742601937,-0.017628233492701817,Neutral
110,2020-07-20,ALHAMBRA,4.32663094028461,3,25.0,5.223654677261072,-0.027534065340865332,Neutral
111,2020-07-21,ALHAMBRA,4.142688691479634,3,10.0,5.147587776882314,-0.07606690037875818,Neutral
112,2020-07-22,ALHAMBRA,4.26970176171174,3,14.0,5.037360499285864,-0.1102272775964499,Down
113,2020-07-23,ALHAMBRA,5.007189983799972,3,5.0,4.961827405937166,-0.07553309334869773,Neutral
114,2020-07-24,ALHAMBRA,6.334667101824095,3,11.0,5.00002181719805,0.038194411260883854,Neutral
115,2020-07-25,ALHAMBRA,7.876583102858233,3,25.0,5.196708578786164,0.19668676158811405,Up
116,2020-07-26,ALHAMBRA,8.899878081295187,3,11.0,5.516999416228635,0.3202908374424709,Up
117,2020-07-27,ALHAMBRA,9.09138293738148,3,8.0,5.864746300694588,0.3477468844659528,Up
118,2020-07-28,ALHAMBRA,7.907686765831624,3,28.0,6.101533486257458,0.23678718556287048,Up
119,2020-07-29,ALHAMBRA,5.595306736688002,3,33.0,6.119715535629719,0.018182049372260423,Neutral
120,2020-07-30,ALHAMBRA,2.817752414443026,3,11.0,5.893496155303963,-0.22621938032575528,Down
121,2020-07-31,ALHAMBRA,0.5337500924835006,1,13.0,5.4909137042974026,-0.40258245100656076,Down
122,2020-08-01,ALHAMBRA,0.0,0,16.0,5.0688521333284005,-0.4220615709690021,Down
123,2020-08-02,ALHAMBRA,0.1279803108605947,1,10.0,4.714934534846905,-0.3539175984814955,Down
124,2020-08-03,ALHAMBRA,1.5597051278083738,2,6.0,4.513731009755252,-0.2012035250916533,Down
125,2020-08-04,ALHAMBRA,3.056968575681561,3,10.0,4.443918901840537,-0.06981210791471426,Neutral
126,2020-08-05,ALHAMBRA,4.022116601743397,3,8.0,4.43713657351911,-0.006782328321427222,Neutral
127,2020-08-06,ALHAMBRA,4.105861060500776,3,17.0,4.426436127037549,-0.010700446481560988,Neutral
128,2020-08-07,ALHAMBRA,3.2909540637083925,3,9.0,4.368898522783315,-0.057537604254234154,Neutral
129,2020-08-08,ALHAMBRA,2.090798290372045,3,13.0,4.254904611610671,-0.11399391117264379,Down
130,2020-08-09,ALHAMBRA,1.025033485419767,2,5.0,4.074645262927784,-0.1802593486828874,Down
131,2020-08-10,ALHAMBRA,0.6078693975025841,1,10.0,3.8302385636890395,-0.24440669923874436,Down
132,2020-08-11,ALHAMBRA,0.9614591743203617,1,5.0,3.5317270121610544,-0.29851155152798503,Down
133,2020-08-12,ALHAMBRA,1.7662920736985055,2,5.0,3.192266399429959,-0.3394606127310955,Down
134,2020-08-13,ALHAMBRA,2.5932457395565365,3,4.0,2.841897936000034,-0.3503684634299251,Down
135,2020-08-14,ALHAMBRA,3.1186373691101004,3,13.0,2.510078737762735,-0.3318191982372989,Down
136,2020-08-15,ALHAMBRA,3.2953912666702294,3,5.0,2.2538400989204357,-0.25623863884229925,Down
137,2020-08-16,ALHAMBRA,3.356124357270958,3,5.0,2.1294410778417108,-0.12439902107872491,Down
138,2020-08-17,ALHAMBRA,3.382766058996093,3,11.0,2.1608307247613254,0.031389646919614655,Neutral
139,2020-08-18,ALHAMBRA,3.2688949942016023,3,2.0,2.31278321930122,0.15195249453989446,Up
140,2020-08-19,ALHAMBRA,2.8067702108458263,3,11.0,2.4687148976815436,0.15593167838032373,Up
141,2020-08-20,ALHAMBRA,1.8851176928099824,2,12.0,2.5663336411231765,0.0976187434416329,Neutral
142,2020-08-21,ALHAMBRA,0.8612959172496819,1,10.0,2.5275331294254717,-0.03880051169770482,Neutral
143,2020-08-22,ALHAMBRA,0.16477733484593288,1,5.0,2.3668558382679366,-0.16067729115753515,Down
144,2020-08-23,ALHAMBRA,0.15864792515894147,1,4.0,2.1522186895688,-0.21463714869913675,Down
145,2020-08-24,ALHAMBRA,0.7630686458400442,1,2.0,1.9665079998654258,-0.185710689703374,Down
146,2020-08-25,ALHAMBRA,1.5540208540474754,2,4.0,1.8700117104398193,-0.09649628942560651,Neutral
147,2020-08-26,ALHAMBRA,2.082700076536513,3,8.0,1.8695618096711786,-0.0004499007686407097,Neutral
148,2020-08-27,ALHAMBRA,2.150677641997296,3,7.0,1.932097596147708,0.06253578647652946,Neutral
149,2020-08-28,ALHAMBRA,1.9650434998707784,2,7.0,2.007496157390386,0.07539856124267774,Neutral
150,2020-08-29,ALHAMBRA,1.8480295990451283,2,6.0,2.056750069875095,0.04925391248470934,Neutral
151,2020-08-30,ALHAMBRA,2.071041455384154,3,0.0,2.073680591079853,0.01693052120475791,Neutral
152,2020-08-31,ALHAMBRA,2.548710747170242,3,6.0,2.07120642483617,-0.002474166243683129,Neutral
153,2020-09-01,ALHAMBRA,2.9744113902030294,3,3.0,2.0631938704524435,-0.008012554383726389,Neutral
154,2020-09-02,ALHAMBRA,2.9417761385788057,3,9.0,2.0435485855584754,-0.019645284893968107,Neutral
155,2020-09-03,ALHAMBRA,2.1963196541953245,3,6.0,1.9791149909431627,-0.06443359461531273,Neutral
156,2020-09-04,ALHAMBRA,0.9713876342015744,1,11.0,1.8451495228990231,-0.13396546804413956,Down
157,2020-09-05,ALHAMBRA,0.0,0,2.0,1.6635442454433784,-0.1816052774556447,Down
158,2020-09-06,ALHAMBRA,0.0,0,3.0,1.507612567063055,-0.1559316783803235,Down
159,2020-09-07,ALHAMBRA,0.0,0,0.0,1.4028838063513893,-0.10472876071166559,Down
160,2020-09-08,ALHAMBRA,0.0,0,1.0,1.3550340331708515,-0.04784977318053785,Neutral
161,2020-03-16,ARCADIA,0.14213155785433024,1,,0.14213155785433024,,
162,2020-03-17,ARCADIA,0.05374321893053621,0,0.0,0.09793738839243323,-0.04419416946189701,Neutral
163,2020-03-18,ARCADIA,0.0,0,1.0,0.06529159226162215,-0.032645796130811075,Neutral
164,2020-03-19,ARCADIA,0.0,0,0.0,0.04896869419621661,-0.016322898065405538,Neutral
165,2020-03-20,ARCADIA,0.0,0,0.0,0.03917495535697329,-0.009793738839243324,Neutral
166,2020-03-21,ARCADIA,0.17020067539138956,1,0.0,0.06101257536270934,0.021837620005736053,Neutral
167,2020-03-22,ARCADIA,0.4129671481499205,1,0.0,0.11129180004659665,0.05027922468388731,Neutral
168,2020-03-23,ARCADIA,0.6495368327231303,1,1.0,0.17857242913116336,0.06728062908456671,Neutral
169,2020-03-24,ARCADIA,0.8012437032575108,1,1.0,0.2477581262563131,0.06918569712514974,Neutral
170,2020-03-25,ARCADIA,0.8429061305300106,1,0.0,0.30727292668368283,0.05951480042736973,Neutral
171,2020-03-26,ARCADIA,0.7667581679442782,1,2.0,0.3490443122528279,0.04177138556914506,Neutral
172,2020-03-27,ARCADIA,0.6110997993328003,1,0.0,0.37088226950949227,0.021837957256664375,Neutral
173,2020-03-28,ARCADIA,0.4476384903882429,1,2.0,0.3767865941924731,0.005904324682980855,Neutral
174,2020-03-29,ARCADIA,0.33836182451433244,1,1.0,0.37404196778689164,-0.002744626405581485,Neutral
175,2020-03-30,ARCADIA,0.3062566298295805,1,0.0,0.3695229452564043,-0.00451902253048736,Neutral
176,2020-03-31,ARCADIA,0.3137923740521161,1,1.0,0.3660397845561362,-0.003483160700268051,Neutral
177,2020-04-01,ARCADIA,0.3193499263912549,1,2.0,0.3632933223111432,-0.002746462244993031,Neutral
178,2020-04-02,ARCADIA,0.3157132970414587,1,0.0,0.3606499875739385,-0.0026433347372046834,Neutral
179,2020-04-03,ARCADIA,0.3321043331451811,1,1.0,0.3712040306456525,0.010554043071713981,Neutral
180,2020-04-04,ARCADIA,0.3707651056644945,1,0.0,0.38881635768642797,0.017612327040775477,Neutral
181,2020-04-05,ARCADIA,0.3954651545365348,1,1.0,0.41078664404956877,0.0219702863631408,Neutral
182,2020-04-06,ARCADIA,0.3710289264611401,1,2.0,0.43139936218629876,0.02061271813672999,Neutral
183,2020-04-07,ARCADIA,0.3057083561424496,1,1.0,0.4483831597497681,0.01698379756346935,Neutral
184,2020-04-08,ARCADIA,0.2711166626492169,1,0.0,0.453989603486314,0.005606443736545896,Neutral
185,2020-04-09,ARCADIA,0.3179917349731549,1,1.0,0.44871319164316037,-0.005276411843153639,Neutral
186,2020-04-10,ARCADIA,0.4310728298676498,1,1.0,0.43657630259563374,-0.012136889047526633,Neutral
187,2020-04-11,ARCADIA,0.5412532128054421,1,1.0,0.4221323864594077,-0.014443916136226032,Neutral
188,2020-04-12,ARCADIA,0.5850025248369838,1,2.0,0.40780440836535065,-0.014327978094057059,Neutral
189,2020-04-13,ARCADIA,0.5381283917896038,1,0.0,0.3951027541345354,-0.012701654230815262,Neutral
190,2020-04-14,ARCADIA,0.4209775573668774,1,1.0,0.3845404073586508,-0.010562346775884579,Neutral
191,2020-04-15,ARCADIA,0.2585514863147685,1,2.0,0.37403557379901337,-0.010504833559637439,Neutral
192,2020-04-16,ARCADIA,0.07376133383401857,0,1.0,0.3593355465389959,-0.014700027260017456,Neutral
193,2020-04-17,ARCADIA,0.0,0,1.0,0.34232128932624145,-0.017014257212754458,Neutral
194,2020-04-18,ARCADIA,0.0,0,1.0,0.32488837965667944,-0.017432909669562013,Neutral
195,2020-04-19,ARCADIA,0.0,0,0.0,0.3071467170793875,-0.017741662577291928,Neutral
196,2020-05-05,ARCADIA,8.126995322792025,3,,0.7411068296210855,0.43396011254169803,Up
197,2020-05-06,ARCADIA,2.0073170045790176,3,2.0,0.8341742002562987,0.0930673706352132,Neutral
198,2020-05-07,ARCADIA,0.0,0,2.0,0.8135761388304935,-0.020598061425805225,Neutral
199,2020-05-08,ARCADIA,0.0,0,1.0,0.7916058524673527,-0.0219702863631408,Neutral
200,2020-05-09,ARCADIA,0.0,0,1.0,0.7709931343306227,-0.020612718136730046,Neutral
201,2020-05-10,ARCADIA,0.0,0,1.0,0.7540093367671532,-0.01698379756346946,Neutral
202,2020-05-11,ARCADIA,0.1292908402312128,1,1.0,0.7461301244105976,-0.007879212356555643,Neutral
203,2020-05-12,ARCADIA,0.9678253092104556,1,5.0,0.7822319896460032,0.036101865235405595,Neutral
204,2020-05-13,ARCADIA,0.7194035884616699,1,3.0,0.7982503651234487,0.016018375477445557,Neutral
205,2020-05-14,ARCADIA,0.0841457540570649,0,1.0,0.7728555063040944,-0.025394858819354327,Neutral
206,2020-05-15,ARCADIA,0.0,0,2.0,0.7403553660353731,-0.03250014026872128,Neutral
207,2020-05-16,ARCADIA,0.0,0,0.0,0.7104593442692839,-0.029896021766089187,Neutral
208,2020-05-17,ARCADIA,0.0,0,0.0,0.6870717021933463,-0.023387642075937576,Neutral
209,2020-05-18,ARCADIA,0.1718258185098076,1,0.0,0.6822536095375152,-0.004818092655831108,Neutral
210,2020-05-19,ARCADIA,0.5230879577035646,1,1.0,0.70721619975249,0.02496259021497471,Neutral
211,2020-05-20,ARCADIA,0.7572023432690068,1,2.0,0.7492829966007681,0.04206679684827819,Neutral
212,2020-05-21,ARCADIA,0.9143943321591482,1,1.0,0.8000826817207208,0.0507996851199527,Neutral
213,2020-05-22,ARCADIA,1.092955003470193,2,1.0,0.8608024041357315,0.06071972241501067,Neutral
214,2020-05-23,ARCADIA,1.286310165593253,2,2.0,0.48076433984691086,-0.38003806428882064,Down
215,2020-05-24,ARCADIA,1.364777416119425,2,0.0,0.44506769604360014,-0.035696643803310724,Neutral
216,2020-05-25,ARCADIA,1.2025666849566987,2,3.0,0.5118769563189722,0.0668092602753721,Neutral
217,2020-05-26,ARCADIA,0.8662919799039707,1,5.0,0.5600042885358595,0.04812733221688725,Neutral
218,2020-05-27,ARCADIA,0.5529780582549585,1,0.0,0.590725291772246,0.03072100323638649,Neutral
219,2020-05-28,ARCADIA,0.5028203611772198,1,0.0,0.6186597562820916,0.027934464509845602,Neutral
220,2020-05-29,ARCADIA,0.7136718342011634,1,2.0,0.6511253670581998,0.03246561077610821,Neutral
221,2020-05-30,ARCADIA,0.9786936190920752,1,1.0,0.6517291620516231,0.0006037949934233344,Neutral
222,2020-05-31,ARCADIA,1.0799880568243294,2,4.0,0.6717616325162152,0.02003247046459211,Neutral
223,2020-06-01,ARCADIA,0.9002261627228529,1,1.0,0.7170994329976479,0.045337800481432655,Neutral
224,2020-06-02,ARCADIA,0.5747971401521954,1,3.0,0.7490326074505477,0.03193317445289978,Neutral
225,2020-06-03,ARCADIA,0.2823763836287345,1,3.0,0.7647201843188107,0.015687576868263053,Neutral
226,2020-06-04,ARCADIA,0.14613307759818742,1,0.0,0.7728386886298212,0.008118504311010466,Neutral
227,2020-06-05,ARCADIA,0.18641433433457189,1,1.0,0.7736491617311969,0.0008104731013757194,Neutral
228,2020-06-06,ARCADIA,0.31775404619693515,1,2.0,0.7622417222030509,-0.011407439528146046,Neutral
229,2020-06-07,ARCADIA,0.44281926276868616,1,2.0,0.7447759955085886,-0.017465726694462225,Neutral
230,2020-06-08,ARCADIA,0.501677740593129,1,1.0,0.7218472959771431,-0.022928699531445496,Neutral
231,2020-06-09,ARCADIA,0.4597564472532881,1,2.0,0.6866695984095372,-0.035177697567605914,Neutral
232,2020-06-10,ARCADIA,0.35912668845171386,1,0.0,0.6351594052350072,-0.051510193174529983,Neutral
233,2020-06-11,ARCADIA,0.282217464557998,1,2.0,0.5750171857038169,-0.060142219531190366,Neutral
234,2020-06-12,ARCADIA,0.3686206512913623,1,1.0,0.528686850500187,-0.046330335203629835,Neutral
235,2020-06-13,ARCADIA,0.7804234072248218,1,1.0,0.5239163742402344,-0.0047704762599526385,Neutral
236,2020-06-14,ARCADIA,1.5213819188888371,2,0.0,0.5777165887198943,0.05380021447965988,Neutral
237,2020-06-15,ARCADIA,2.403450281715067,3,1.0,0.6833071398608859,0.10559055114099158,Up
238,2020-06-16,ARCADIA,2.9952831732444314,3,3.0,0.8100633253632896,0.12675618550240375,Up
239,2020-06-17,ARCADIA,2.9207155457265888,3,4.0,0.9179534323985403,0.1078901070352507,Up
240,2020-06-18,ARCADIA,2.2043150376014298,3,10.0,0.9804160424417125,0.06246261004317222,Neutral
241,2020-06-19,ARCADIA,1.1992662162486096,2,1.0,0.997029378748699,0.01661333630698647,Neutral
242,2020-06-20,ARCADIA,0.4758908111269095,1,2.0,0.9915345826917387,-0.005494796056960349,Neutral
243,2020-06-21,ARCADIA,0.3060953793201957,1,3.0,0.9928523046745976,0.0013177219828589548,Neutral
244,2020-06-22,ARCADIA,0.6299882786568456,1,4.0,1.0197331491778565,0.026880844503258894,Neutral
245,2020-06-23,ARCADIA,1.2130692886915992,2,4.0,1.0767695355310247,0.05703638635316821,Neutral
246,2020-06-24,ARCADIA,1.8002272096526102,2,3.0,1.1591291557230068,0.08235962019198206,Neutral
247,2020-06-25,ARCADIA,2.265005786279662,3,4.0,1.2603617403625054,0.10123258463949858,Up
248,2020-06-26,ARCADIA,2.4808216195702557,3,2.0,1.370314178083457,0.10995243772095153,Up
249,2020-06-27,ARCADIA,2.332321140855023,3,7.0,1.47434554995022,0.10403137186676314,Up
250,2020-06-28,ARCADIA,1.895886752012947,2,8.0,1.5597211090369552,0.08537555908673511,Neutral
251,2020-06-29,ARCADIA,1.3820625637446329,2,2.0,1.6208236145473238,0.061102505510368665,Neutral
252,2020-06-30,ARCADIA,1.0740312667217369,2,4.0,1.6600130931823445,0.03918947863502065,Neutral
253,2020-07-01,ARCADIA,1.1302882098324432,2,5.0,1.6794500266605457,0.01943693347820119,Neutral
254,2020-07-02,ARCADIA,1.4730879690117955,2,4.0,1.6767670294451544,-0.002682997215391225,Neutral
255,2020-07-03,ARCADIA,1.9354130611714289,2,5.0,1.6507649616371747,-0.026002067807979756,Neutral
256,2020-07-04,ARCADIA,2.295775282811784,3,6.0,1.6119034121686941,-0.03886154946848053,Neutral
