,Time Stamp,Region,Total Cases,Daily New Cases,Risk-Score,Risk-Level,Rank,RS Diff,Trend
196,2020-09-15,EAST HOLLYWOOD,591,0.0,0.0,0,197,-0.06323108971842473,Neutral
197,2020-09-15,VERMONT VISTA,1861,3.0,2.2496951700291317,3,198,-0.06340314494748123,Neutral
198,2020-09-15,ADAMS-NORMANDIE,258,1.0,0.3928762884145765,1,199,-0.06380589476649673,Neutral
199,2020-09-15,CUDAHY,1058,0.0,0.0,0,200,-0.06568215704810387,Neutral
200,2020-09-15,JEFFERSON PARK,252,0.0,0.0,0,201,-0.06786192208965502,Neutral
201,2020-09-15,GARDENA,1206,1.0,0.669334644310272,1,202,-0.06872335164422783,Neutral
202,2020-09-15,NORTH HILLS,1744,2.0,2.1440808383719983,3,203,-0.0696335948454867,Neutral
203,2020-09-15,TORRANCE,1365,,0.0,0,204,-0.0706230995885031,Neutral
204,2020-09-15,WEST ADAMS,861,0.0,0.0,0,205,-0.07100575585057745,Neutral
205,2020-09-15,DUARTE,836,2.0,0.0,0,206,-0.07186015210397534,Neutral
206,2020-09-15,TEMPLE-BEAUDRY,1202,0.0,0.8552500417721725,1,207,-0.07188705203213197,Neutral
207,2020-09-15,MELROSE,1829,4.0,1.3343096139419437,2,208,-0.07343993718507624,Neutral
208,2020-09-15,LAKE BALBOA,968,3.0,1.4080467478906975,2,209,-0.07513009895109457,Neutral
209,2020-09-15,BALDWIN HILLS,604,0.0,0.0,0,210,-0.08120064416774375,Neutral
210,2020-09-15,PICO-UNION,1727,0.0,1.0115793868013174,2,211,-0.08478185688992768,Neutral
211,2020-09-15,ALSACE,353,1.0,0.25981122636759474,1,212,-0.08571861046862805,Neutral
212,2020-09-15,EAGLE ROCK,630,,0.0,0,213,-0.0869078469765312,Neutral
213,2020-09-15,LA PUENTE,1442,2.0,0.0,0,214,-0.09001255005025377,Neutral
214,2020-09-15,BASSETT,1461,4.0,0.469759809500211,1,215,-0.09414498300057428,Neutral
215,2020-09-15,CENTURY PALMS/COVE,1452,,0.3632204660595789,1,216,-0.09958198387243489,Neutral
216,2020-09-15,PARAMOUNT,2307,5.0,0.8233653052994553,1,217,-0.10061609705476826,DOWN
217,2020-09-15,COMMERCE,550,0.0,0.2887580209236794,1,218,-0.10201832386705567,DOWN
